codequipo,solicitante,ubicacion,municipio,provincia,lat,lon,tipoInstalacion
1355,Real Club Náutico de A Coruña,"Oficinas del Real Club en Paseo Francisco Vázquez, nº4","CORUÑA, A",A CORUÑA,43.3684,-8.3974,Otros
1356,Real Club Náutico de A Coruña,Oficinas del Real Club en Muelle Arzobispo Gemidez,"CORUÑA, A",A CORUÑA,43.3684,-8.3974,Otros
1361,"Serviocio Ourense, S.L.",Centro Deportivo Padel Oira,OURENSE,OURENSE,42.3558,-7.8534,En instalaciones deportivas
1362,"Serviocio Ourense, S.L.",Centro Deportivo Serviocio Ourense,OURENSE,OURENSE,42.3597,-7.8673,En instalaciones deportivas
1364,Deputación de Lugo,Entrada edificio principal,LUGO,LUGO,43.0130,-7.5567,Otros
1373,Real Club Naútico de Vigo,Piscina,VIGO,PONTEVEDRA,42.2410,-8.7247,En piscina pública
1384,Fundación San Rosendo,Residencia 3º Idade Nosa Señora dos Gozos,OURENSE,OURENSE,42.3176,-7.8013,Otros
1385,Fundación San Rosendo,Residencia 3º Idade Santa Marta,OURENSE,OURENSE,42.3465,-7.9888,Otros
1386,Concello de Xove,Piscina Municipal de Xove,XOVE,LUGO,43.6864,-7.5092,En piscina pública
1387,CITEXVI,CITEXVI,VIGO,PONTEVEDRA,42.1678,-8.6828,Otros
1390,"Vigo Cruise Terminal, S.L.","Vigo Cruise Terminal, S.L.",VIGO,PONTEVEDRA,42.2418,-8.7275,En empresa privada
1394,Colegio Padres Franciscanos,Colexio Padres Franciscanos,"CORUÑA, A",A CORUÑA,43.3640,-8.4136,En centros docentes
1395,Coruña Style Outlets,Coruña Style Outlets,CULLEREDO,A CORUÑA,43.2906,-8.3704,En empresa privada
1396,URECA,Botiquín Socorrista,NIGRAN,PONTEVEDRA,42.1325,-8.8073,Otros
1397,Concello de Camariñas,Campo de fútbol - A Grixa,CAMARIÑAS,A CORUÑA,43.1468,-9.1170,En instalaciones deportivas
1399,Concello de O Grove,Pabellon Municipal O Grove,"GROVE, O",PONTEVEDRA,42.4917,-8.8631,En instalaciones deportivas
1400,Concello de O Grove,Campo de Futbol Monte da Vila,"GROVE, O",PONTEVEDRA,42.4899,-8.8633,En instalaciones deportivas
1401,Concello de O Grove,Campo de Fútbol de Lampans,"GROVE, O",PONTEVEDRA,42.4710,-8.9104,En instalaciones deportivas
1402,Fundación Pública Urxencias Sanitarias de Galicia-061,"C.I.A.E Galicia, 2º piso (en Registro de 061 Galicia)","ESTRADA, A",PONTEVEDRA,42.6926,-8.5096,Administraciones o instituciones públicas
1403,Termas de Cuntis,Termas de Cuntis,CUNTIS,PONTEVEDRA,42.6340,-8.5643,Otros
1406,COASA,Coasa,SAN CIBRAO DAS VIÑAS,OURENSE,42.2992,-7.8003,En empresa privada
1407,"Estación de Servicio Puente Ulla, S.L.","Estación de Servicio Puente Ulla, S.L.",VEDRA,A CORUÑA,42.7774,-8.4064,En empresa privada
1411,Cruz Roja Ourense,Cruz Roja Carballiño,"CARBALLIÑO, O",OURENSE,42.4308,-8.0783,Cruz roja (no amb.)
1412,Domiberia S.L.U.,Servicio Médico DOMIBERIA,VIGO,PONTEVEDRA,42.1966,-8.7707,En empresa privada
1413,"Servipel, S.L.","Servipel, S. L.",OURENSE,OURENSE,42.3390,-7.8742,En empresa privada
1414,Carrefour,Puesto de Seguridad,PONTEVEDRA,PONTEVEDRA,42.4172,-8.6455,En empresa privada
1415,"LA VENECIANA IBERIAGLASS, S.L.","La Veneciana Iberiaglass, S.L.",LALIN,PONTEVEDRA,42.6779,-8.1389,En empresa privada
1417,Deputación Provincial de Ourense,"Deputación Provincial (planta baixa, entrada)",OURENSE,OURENSE,42.3377,-7.8655,Otros
1418,Deputación Provincial de Ourense,Teatro principal,OURENSE,OURENSE,42.3374,-7.8657,Otros
1422,Deputación Provincial de Ourense,Centro Deportivo Paco Paz 02,OURENSE,OURENSE,42.3172,-7.8641,En instalaciones deportivas
1423,Universidad de Vigo,ETS Ingenieria Industrial (Conserjería),VIGO,PONTEVEDRA,42.1702,-8.6873,En centros docentes
1426,ALCOA INESPAL,Sala de Curas,"CORUÑA, A",A CORUÑA,43.3456,-8.4388,En empresa privada
1432,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S.A (BEGASA)",Begasa (1ª planta - sala de puestos de trabajo),LUGO,LUGO,43.0366,-7.5554,En empresa privada
1433,"BARRAS ELÉCTRICAS GALAICO-ASTURIANAS, S.A (BEGASA)",Begasa (1ª planta - sala puesto de trabajo),FOZ,LUGO,43.5712,-7.2561,En empresa privada
1435,Concello de Cervo,GES - Camión BUL/ Nissan Navara (2318 JSC),CERVO,LUGO,43.6719,-7.4109,Otros
1437,"ANEK-S3, S.L.",Piscina Climatizada de A Malata,FERROL,A CORUÑA,43.4911,-8.2404,En piscina pública
1438,"ANEK-S3, S.L.",Piscina Climatizada de Pontedeume,PONTEDEUME,A CORUÑA,43.4050,-8.1636,En piscina pública
1439,"ANEK-S3, S.L.",Piscina Municipal de A Tellería (Bertamiráns-Ames),AMES,A CORUÑA,42.8622,-8.6502,En piscina pública
1440,"ANEK-S3, S.L.",Piscina Climatizada de Ribadeo,RIBADEO,LUGO,43.5349,-7.0497,En piscina pública
1441,"ANEK-S3, S.L.",Piscina Climatizada de Redondela,REDONDELA,PONTEVEDRA,42.2897,-8.6099,En piscina pública
1442,"ANEK-S3, S.L.",Piscina Climatizada de Campolongo (Pontevedra),PONTEVEDRA,PONTEVEDRA,42.4272,-8.6444,En piscina pública
1443,"ANEK-S3, S.L.",Piscina Climatizada de Campolongo,PONTEVEDRA,PONTEVEDRA,42.4272,-8.6358,En piscina pública
1444,Domiberia S.L.U.,Oficina del Encargado de Litografía,VIGO,PONTEVEDRA,42.1967,-8.7710,En empresa privada
1453,ALCAMPO,Alcampo - Area Central,SANTIAGO,A CORUÑA,42.8823,-8.5275,En empresa privada
1454,Universidad de Vigo,Conserxería (Fac. Ciencia-Deporte),PONTEVEDRA,PONTEVEDRA,42.4413,-8.6372,En centros docentes
1465,Daniel Rodríguez González,"Embarcación deportiva ""Ballena 3""",BAIONA,PONTEVEDRA,42.1195,-8.8431,Otros
1470,SDR Numancia de Ares,Campo de Fútbol Municipal do CF de Numancia de Ares,ARES,A CORUÑA,43.4270,-8.2503,En instalaciones deportivas
1479,Cruz Roja Ourense,Asamblea Comarcal de O Ribeiro,RIBADAVIA,OURENSE,42.2854,-8.1455,Cruz roja (no amb.)
1494,Rectorado da Universidade da Coruña,Reitoría da Universidade da Coruña,"CORUÑA, A",A CORUÑA,43.3708,-8.3905,En centros docentes
1495,Rectorado da Universidade da Coruña,Escola Técnica Superior de Arquitectura (ETSA),"CORUÑA, A",A CORUÑA,43.3272,-8.4091,En centros docentes
1499,TECCARSA,TECCARSA,FORCAREI,PONTEVEDRA,42.5683,-8.3364,En empresa privada
1500,Protección y Seguridad Técnica S.A.,Centro Comercial Gran Vía de Vigo,VIGO,PONTEVEDRA,42.2206,-8.7242,Otros
1503,Concello de Vigo,Piscina Municipal O Carmen (Travesas),VIGO,PONTEVEDRA,42.2190,-8.7295,En piscina pública
1504,Concello de Vigo,Piscina Municipal Lavadores,VIGO,PONTEVEDRA,42.2273,-8.6979,En piscina pública
1505,Concello de Vigo,Piscina Municipal Teis,VIGO,PONTEVEDRA,42.2442,-8.7017,En piscina pública
1506,Concello de Vigo,Piscina Municipal Valadares,VIGO,PONTEVEDRA,42.1747,-8.7213,En piscina pública
1507,Coruña Sport Centre,Coruña Sport Centre,"CORUÑA, A",A CORUÑA,43.3400,-8.4048,En empresa privada
1510,Centro Deportivo D10,Gimnasio D10,OUTEIRO DE REI,LUGO,43.0876,-7.5463,En instalaciones deportivas
1511,REAL CLUB DEPORTIVO DE LA CORUÑA,Estadio Riazor - Grada Marathon1,"CORUÑA, A",A CORUÑA,43.3685,-8.4174,En instalaciones deportivas
1512,REAL CLUB DEPORTIVO DE LA CORUÑA,Estadio Riazor - Grada Marathon2,"CORUÑA, A",A CORUÑA,43.3685,-8.4174,En instalaciones deportivas
1513,REAL CLUB DEPORTIVO DE LA CORUÑA,Estadio Riazor - Grada Marathon3,"CORUÑA, A",A CORUÑA,43.3685,-8.4174,En instalaciones deportivas
1514,REAL CLUB DEPORTIVO DE LA CORUÑA,Estadio Riazor - Grada Preferente1,"CORUÑA, A",A CORUÑA,43.3685,-8.4174,En instalaciones deportivas
1515,REAL CLUB DEPORTIVO DE LA CORUÑA,Estadio Riazor - Grada Preferente2,"CORUÑA, A",A CORUÑA,43.3685,-8.4174,En instalaciones deportivas
1516,REAL CLUB DEPORTIVO DE LA CORUÑA,Estadio Riazor - Grada Preferente3,"CORUÑA, A",A CORUÑA,43.3685,-8.4174,En instalaciones deportivas
1517,REAL CLUB DEPORTIVO DE LA CORUÑA,Estadio Riazor - Grada Tribuna1,"CORUÑA, A",A CORUÑA,43.3685,-8.4174,En instalaciones deportivas
1518,REAL CLUB DEPORTIVO DE LA CORUÑA,Estadio Riazor - Grada Tribuna2,"CORUÑA, A",A CORUÑA,43.3685,-8.4174,En instalaciones deportivas
1519,REAL CLUB DEPORTIVO DE LA CORUÑA,Estadio Riazor - Grada Pabellón1,"CORUÑA, A",A CORUÑA,43.3685,-8.4174,En instalaciones deportivas
1520,REAL CLUB DEPORTIVO DE LA CORUÑA,Estadio Riazor - Grada Pabellón2,"CORUÑA, A",A CORUÑA,43.3685,-8.4174,En instalaciones deportivas
1523,IES Maruxa Mallo,IES Maruxa Mallo (Conserxería),ORDES,A CORUÑA,43.0694,-8.4131,En centros docentes
1529,INDITEX Zara Logística (Arteixo),CONF. GOA,ARTEIXO,A CORUÑA,43.3182,-8.5018,En empresa privada
1537,INDITEX Zara Logística (Arteixo),Almacen de Telas,ARTEIXO,A CORUÑA,43.3175,-8.5061,En empresa privada
1541,Protección y Seguridad Técnica S.A.,PLANTA CENTRO COMERCIAL,VIGO,PONTEVEDRA,42.2206,-8.7242,Otros
1542,SEGANOSA,Seganosa,SALVATERRA,PONTEVEDRA,42.1069,-8.5085,En empresa privada
1543,Concello de Santiago,Estadio de San Lázaro,SANTIAGO,A CORUÑA,42.8825,-8.5160,En instalaciones deportivas
1545,Concello de Santiago,Campo de futbol As Cancelas,SANTIAGO,A CORUÑA,42.8913,-8.5254,En instalaciones deportivas
1546,Concello de Santiago,Campo de Futbol Santa Isabel,SANTIAGO,A CORUÑA,42.8853,-8.5489,En instalaciones deportivas
1547,Concello de Santiago,Pavillón Polideportivo do Restollal,SANTIAGO,A CORUÑA,42.8633,-8.5456,En instalaciones deportivas
1548,Concello de Santiago,Pavillón Polideportivo de Vite,SANTIAGO,A CORUÑA,42.8911,-8.5398,En instalaciones deportivas
1549,Rectorado da Universidade da Coruña,INEF Galicia (Conserxaría do Estadio de Atletismo. Facultade CC. Deporte e Ed. Física),OLEIROS,A CORUÑA,43.3401,-8.3570,Otros
1550,Rectorado da Universidade da Coruña,INFEF Galicia (Conserxaría do Edf de Pavillóns Deportivos e Piscina. Facl CC. Deporte e Ed. Física),OLEIROS,A CORUÑA,43.3405,-8.3580,Otros
1555,Faurecia Automotive España,Nave Central Fábrica,SAN CIBRAO DAS VIÑAS,OURENSE,42.2931,-7.8157,En empresa privada
1810,GRUPO INGAPAN,Hornos San Fiz - Parc. 57-49 - Pol. Ind. Begonte,BEGONTE,LUGO,43.1584,-7.6942,En empresa privada
1811,GRUPO INGAPAN,Ceao 1 - Laboratorio Planta baja,LUGO,LUGO,43.0483,-7.5704,En empresa privada
1812,GRUPO INGAPAN,Ceao 2 - Pl.baja Oficina Camaristas,LUGO,LUGO,43.0483,-7.5704,En empresa privada
1813,GRUPO INGAPAN,Alta Cocina - Rua dos Carpinteiros,LUGO,LUGO,43.0483,-7.5704,En empresa privada
1814,GRUPO INGAPAN,Outeiro de Rey - Ctra. Ximarey s/n,OUTEIRO DE REI,LUGO,43.1076,-7.6044,En empresa privada
1815,GRUPO INGAPAN,"Panadería Chousa - Rua San Fiz 42,43",LUGO,LUGO,42.9937,-7.5398,En empresa privada
1816,GRUPO INGAPAN,Don Leon Bakery - Fua Torneiros s/n,LUGO,LUGO,42.9953,-7.5555,En empresa privada
1904,Concello de Ferrol,Playa de San Jorge (Ferrol),FERROL,A CORUÑA,43.5278,-8.2998,En playa
1906,Concello de Ferrol,Playa de Esmelle (Ferrol),FERROL,A CORUÑA,43.5352,-8.2950,En playa
1907,Concello de Ferrol,Playa de Doniños (Ferrol),FERROL,A CORUÑA,43.4994,-8.3178,En playa
1979,CAMPING BALTAR,Botiquin,SANXENXO,PONTEVEDRA,42.4013,-8.8244,Otros
1980,CLUB MARITIMO LA PENELA,Recepción Club,CABANAS,A CORUÑA,43.4204,-8.1729,Otros
1981,CONCELLO DE MUROS,Piscina Municipal,MUROS,A CORUÑA,42.7883,-9.0686,En piscina pública
1982,DELEGACION TERRITORIAL DE VIGO (XUNTA DE GALICIA),Edificio Adm San CAETANO (caseta de seguridade),SANTIAGO,A CORUÑA,42.8905,-8.5369,Administraciones o instituciones públicas
1986,Concello do Pereiro de Aguiar,Polideportivo Pereiro de Aguiar,PEREIRO DE AGUIAR,OURENSE,42.3390,-7.7869,En instalaciones deportivas
1987,Concello do Pereiro de Aguiar,Sociedad Deportiva Melias,PEREIRO DE AGUIAR,OURENSE,42.4065,-7.7905,Otros
1988,Concello do Pereiro de Aguiar,Loñoá Club de Fútbol,PEREIRO DE AGUIAR,OURENSE,42.3491,-7.7606,En instalaciones deportivas
1989,Concello do Pereiro de Aguiar,Atlético Vilariño,PEREIRO DE AGUIAR,OURENSE,42.3769,-7.8148,Otros
1990,"COREN (Cooperativas Ourensanas, S. Coop. Galega) Centro de Procesado Avícola",Centro de Procesado Avícola,OURENSE,OURENSE,42.3473,-7.9854,En empresa privada
1991,Escola Oficial de Idiomas de Lugo,Escola Oficial de Idiomas de Lugo,LUGO,LUGO,42.9998,-7.5456,En centros docentes
1992,MEGASA Siderúrgica Narón,MEGASA Siderúrgica Narón (Fábrica),NARON,A CORUÑA,43.5157,-8.1665,En empresa privada
1993,MEGASA Siderúrgica Narón,MEGASA Siderúrgica Narón (Enfermería),NARON,A CORUÑA,43.5157,-8.1665,En empresa privada
1994,SOCIEDAD TEXTIL LONIA  S. A.,SOCIEDAD TEXTIL LONIA  S. A.,PEREIRO DE AGUIAR,OURENSE,42.3251,-7.8085,En empresa privada
1999,LEGUFRUT AGRO S. L.,LEGUFRUT AGRO S. L.,SAN CIBRAO DAS VIÑAS,OURENSE,42.2816,-7.8233,En empresa privada
2016,Concello de Cervo,Piscina Olímpica Municipal de Lieiro,CERVO,LUGO,43.6948,-7.4585,En piscina pública
2020,Asociación de Familiares de Enfermos de Alzheimer A Coruña,Centro Terapéutico Salvador de Madariaga (C/ Salvador de Madariaga nº 87    15008  A Coruña),"CORUÑA, A",A CORUÑA,43.3437,-8.4060,Otros
2021,Asociación de Familiares de Enfermos de Alzheimer A Coruña,"Centro Terapéutico de San Diego (Parque San Diego, s/n, Centro Cívico - Bajo    15006  A Coruña)","CORUÑA, A",A CORUÑA,43.3541,-8.3901,Otros
2022,Asociación de Familiares de Enfermos de Alzheimer A Coruña,"Centro de Día de Petunias (C/ Petunias, 33    15008  A Coruña)","CORUÑA, A",A CORUÑA,43.3434,-8.4015,Otros
2035,Explotación de Rocas Industriales y Minerales S.A.,"Cantera Cruceiro-ERIMSA (planta de lavado, caseta 1)",FRADES,A CORUÑA,43.0358,-8.2705,En empresa privada
2046,Concello de A Coruña,Campo de Fútbol Víctor Fernández-Leyma (vestuarios),"CORUÑA, A",A CORUÑA,43.3439,-8.4095,En instalaciones deportivas
2051,Concello de A Coruña,Polideportivo Riazor (control de seguridad),"CORUÑA, A",A CORUÑA,43.3687,-8.4196,En instalaciones deportivas
2053,Concello de A Coruña,Polideportivo Barrio de las Flores (pasillo frente al acceso a pistas),"CORUÑA, A",A CORUÑA,43.3444,-8.4011,En instalaciones deportivas
2055,Concello de A Coruña,Polideportivo Municipal San Francisco Javier (control acceso seguridad),"CORUÑA, A",A CORUÑA,43.3527,-8.4046,En instalaciones deportivas
2066,Concello de SADA,"Casa da Cultura ""Pintor Llorens""",SADA,A CORUÑA,43.3555,-8.2522,Otros
2067,Concello de SADA,Campo de Fútbol,SADA,A CORUÑA,43.3472,-8.2568,Otros
2072,Cruz Roja Española,Centro de dia de la Oficina Provincial de CRUZ ROJA ESPAÑOLA (planta baja),"CORUÑA, A",A CORUÑA,43.3752,-8.4002,Cruz roja (no amb.)
2082,Concello de Rianxo,Pavillón Municipal de Deportes de Rianxo,RIANXO,A CORUÑA,42.6525,-8.8169,En instalaciones deportivas
2083,Instituto Politécnico Marítimo Pesqueiro (IPMP) del Atlántico de Vigo,IPMP do Atlántico de Vigo (HALL ENTRADA),VIGO,PONTEVEDRA,42.2350,-8.7349,En centros docentes
2096,Real Aeroclub de Santiago,Recepción instalaciones Deportivas Real Aeroclub de Santiago (km 11 carret. Santiago a Santa Comba),AMES,A CORUÑA,42.9483,-8.6322,En instalaciones deportivas
2097,METROPOLITAN SPAIN S. L.,Gimnasios METROPOLITAN SPAIN S. L.,VIGO,PONTEVEDRA,42.2406,-8.7300,En instalaciones deportivas
2098,METROPOLITAN SPAIN S. L.,Gimnasios METROPOLITAN SPAIN S. L.,"CORUÑA, A",A CORUÑA,43.3687,-8.3927,En instalaciones deportivas
2099,METROPOLITAN SPAIN S. L.,Gimnasios METROPOLITAN SPAIN S. L.,"CORUÑA, A",A CORUÑA,43.3687,-8.3927,En instalaciones deportivas
2100,ISSGA LUGO,ISSGA LUGO (Hall de entrada),LUGO,LUGO,43.0022,-7.5547,Otros
2102,Concello de Rianxo,Casa do Concello,RIANXO,A CORUÑA,42.6516,-8.8183,Otros
2103,Concello de Rianxo,Campo Municipal de Fútbol de Vilas (entrada aos vestiarios),RIANXO,A CORUÑA,42.6683,-8.7899,Otros
2104,Concello de Rianxo,Campo de Fútbol Municipal da Lomba (entrada aos vestiarios),RIANXO,A CORUÑA,42.6816,-8.8075,En instalaciones deportivas
2105,Concello de Rianxo,Pavillón Municipal de Deportes de Taragoña,RIANXO,A CORUÑA,42.6830,-8.8247,En instalaciones deportivas
2109,Concello de Pontevedra,Campo de Herba Sintética de Monte Porreiro,PONTEVEDRA,PONTEVEDRA,42.4641,-8.6213,En instalaciones deportivas
2110,Concello de Pontevedra,Pavillón de Deportes de Marcón,PONTEVEDRA,PONTEVEDRA,42.4072,-8.6183,En instalaciones deportivas
2111,Concello de Pontevedra,Campo de Herba Sintética de Marcón,PONTEVEDRA,PONTEVEDRA,42.4105,-8.6183,En instalaciones deportivas
2113,DIRECCIÓN PROVINCIAL SEPE (LUGO),HALL DE ENTRADA SEPE,LUGO,LUGO,43.0013,-7.5480,Otros
2114,CLUB BALONCESTO SARRIA,Pabellon Municipal Deportes de Sarria,SARRIA,LUGO,42.7719,-7.4094,En instalaciones deportivas
2115,MARINE INSTRUMENTS SA,MARINE INSTRUMENTS,NIGRAN,PONTEVEDRA,42.1398,-8.7913,En empresa privada
2116,Deputación da Coruña,PAZO MARIÑAN,BERGONDO,A CORUÑA,43.3172,-8.2158,Otros
2117,LASER GALICIA S. L.,LASER GALICIA S. L.,"PORRIÑO, O",PONTEVEDRA,42.1238,-8.6194,En empresa privada
2118,Concello de BERGONDO,Pabellón Municipal de GUISAMO,BERGONDO,A CORUÑA,43.2981,-8.2708,En instalaciones deportivas
2119,Concello de BERGONDO,Pabellon Municipal de CRUZ do SAR,BERGONDO,A CORUÑA,43.3191,-8.2275,En instalaciones deportivas
2120,IES Monte Castelo,IES Monte Castelo (conserxería),BURELA,LUGO,43.6511,-7.3567,En centros docentes
2121,Comunidad propietarios Polígono de Bergondo,Edificio Multiusos Poligono Bergondo,BERGONDO,A CORUÑA,43.3138,-8.2730,En empresa privada
2122,Comunidad propietarios Polígono de Bergondo,Edificio Multiusos Poligono Bergondo,BERGONDO,A CORUÑA,43.3138,-8.2730,En empresa privada
2125,Deputación da Coruña,MONASTERIO de CAAVEIRO,"CAPELA, A",A CORUÑA,43.4175,-8.0680,Otros
2126,COCINA ECONÓMICA DE FERROL,Cocina económica de Ferrol,FERROL,A CORUÑA,43.4861,-8.2335,Otros
2128,Instituto Galego de Formación en Acuicultura (IGAFA),Instituto Galego de Formación en Acuicultura,"ILLA DE AROUSA, A",PONTEVEDRA,42.5624,-8.8855,En centros docentes
2129,FERROATLÁNTICA DUMBRÍA S. L.,Fábrica Ferroatlántica DUMBRÍA,DUMBRIA,A CORUÑA,42.9834,-9.0872,En empresa privada
2137,ISSGA PONTEVEDRA,Edificio ISSGA PONTEVEDRA,REDONDELA,PONTEVEDRA,42.2877,-8.6430,Otros
2138,INSS Dirección Provincial A Coruña,INSS dirección Provincial A Coruña (planta baja),"CORUÑA, A",A CORUÑA,43.3427,-8.4019,Otros
2141,A. D. SQUASH CLUB SANTIAGO,GIMNASIO,AMES,A CORUÑA,42.8413,-8.5788,En instalaciones deportivas
2142,A. D. SQUASH CLUB SANTIAGO,GIMNASIO,SANTIAGO,A CORUÑA,42.8637,-8.5216,En instalaciones deportivas
2143,A. D. SQUASH CLUB SANTIAGO,CLUB DE TENIS (cafetería),TEO,A CORUÑA,42.8391,-8.5783,En instalaciones deportivas
2144,ISSGA LA CORUÑA,Edificio do ISSGA (hall de entrada),"CORUÑA, A",A CORUÑA,43.3372,-8.3897,Otros
2145,IES Politécnico de Vigo,IES Politécnico de Vigo (oficinas direccion),VIGO,PONTEVEDRA,42.2263,-8.7352,En centros docentes
2146,IES A Pinguela,IES A Pinguela,MONFORTE,LUGO,42.5112,-7.5259,En centros docentes
2147,Cruz Roja Ferrol,OFICINA de Cruz Roja Ferrol,FERROL,A CORUÑA,43.4855,-8.2296,Cruz roja (no amb.)
2150,SEPE (Servicio Público de Empleo Estatal),Edificio SEPE provincial Ourense,OURENSE,OURENSE,42.3457,-7.8846,Otros
2151,Concello de MONFERO,Polideportivo do Xestal,MONFERO,A CORUÑA,43.3031,-8.0466,En instalaciones deportivas
2152,JEFATURA TERRITORIAL SERGAS,Jefatura Territorial SERGAS,"CORUÑA, A",A CORUÑA,43.3676,-8.4044,Otros
2153,ISSGA OURENSE,Edificio do ISSGA (planta baja),OURENSE,OURENSE,42.3459,-7.8521,Otros
2155,CEIP Antonio Insua,CEIP Antonio Insua Bermudez,VILALBA,LUGO,43.2916,-7.6830,En centros docentes
2156,Auditorio de Galicia,AUDITORIO DE GALICIA,SANTIAGO,A CORUÑA,42.8895,-8.5466,Otros
2159,CIFP Compostela,CIFP COMPOSTELA (entrada principal),SANTIAGO,A CORUÑA,42.8601,-8.5340,En centros docentes
2161,EMERGALIA S. L.,EMERGALIA S L,SAN CIBRAO DAS VIÑAS,OURENSE,42.2858,-7.8151,En empresa privada
2162,Colegio Sagrado Corazón de Jesús,Colexio Sagrado Corazón de Jesús (pabellon deportes),PONTEVEDRA,PONTEVEDRA,42.4269,-8.6330,En centros docentes
2163,Concello de RIBEIRA,Protección Civil (vehículo),RIBEIRA,A CORUÑA,42.5547,-8.9930,Protección civil (no amb.)
2164,Concello de RIBEIRA,Protección Civil (vehículo),RIBEIRA,A CORUÑA,42.5547,-8.9930,Protección civil (no amb.)
2165,SEPE (Servicio Público de Empleo Estatal) A Coruña,Edificio SEPE Provincial A Coruña,"CORUÑA, A",A CORUÑA,43.3544,-8.3955,Otros
2166,USC (Campus Santiago),Estación de Bioloxía Mariña da Graña (Ferrol),FERROL,A CORUÑA,43.4788,-8.2605,En centros docentes
2167,USC (Campus Santiago),Estacion Hidrobioloxica Encoro do Con (Vilagarcia),VILAGARCIA DE AROUSA,PONTEVEDRA,42.6119,-8.7238,En centros docentes
2169,Concello de Arteixo,Piscina Municipal,ARTEIXO,A CORUÑA,43.3094,-8.5086,En piscina pública
2170,Centro de Dia CASER RESIDENCIAL A ZAPATEIRA,Centro de Dia CASER RESIDENCIAL A ZAPATEIRA,CULLEREDO,A CORUÑA,43.3024,-8.4111,Otros
